6.501710414886474609e-01,3.443099260330200195e-01,2.262146472930908203e-01,4.302986860275268555e-01,8.732914924621582031e-01,9.660620689392089844e-01,1.410549879074096680e-01,5.622318387031555176e-01,7.614991664886474609e-01,2.588645815849304199e-01,2.726579308509826660e-01,2.416756749153137207e-01,2.096186280250549316e-01,8.881182670593261719e-01,2.186214327812194824e-01,2.258694171905517578e-01,1.254430413246154785e-01,1.245546936988830566e-01,7.784686088562011719e-01,2.883307337760925293e-01,8.019760847091674805e-01,5.861230492591857910e-01,8.584024310111999512e-01,5.540904998779296875e-01
7.641652226448059082e-01,8.097107410430908203e-01,6.103378534317016602e-02,5.604759454727172852e-01,4.546524286270141602e-01,2.884212136268615723e-01,4.524432420730590820e-01,4.128963351249694824e-01,4.918259382247924805e-01,8.181209564208984375e-01,8.254943490028381348e-01,6.265064477920532227e-01,7.102878093719482422e-01,9.590775966644287109e-01,6.369093656539916992e-01,3.694043755531311035e-01,8.208847045898437500e-02,5.526114702224731445e-01,2.314682602882385254e-01,5.939241647720336914e-01,2.570724487304687500e-02,8.482911586761474609e-01,9.445612430572509766e-01,1.454734802246093750e-01
8.191512823104858398e-01,4.065102934837341309e-01,4.168343544006347656e-02,9.099589586257934570e-01,9.409132003784179688e-01,4.306685924530029297e-02,5.933641195297241211e-01,8.227062225341796875e-01,7.898519635200500488e-01,4.153839945793151855e-01,8.599169850349426270e-01,8.298039436340332031e-01,1.133627295494079590e-01,9.954512119293212891e-03,1.022295355796813965e-01,3.650461435317993164e-01,1.096879243850708008e-01,7.863003015518188477e-02,2.587577700614929199e-01,6.526145339012145996e-01,5.241775512695312500e-01,2.738490700721740723e-01,9.504634737968444824e-01,7.026520371437072754e-01
6.344136595726013184e-01,9.438014030456542969e-01,7.855470776557922363e-01,1.268170475959777832e-01,3.695243597030639648e-02,8.647782802581787109e-01,4.078401327133178711e-01,5.946409702301025391e-02,4.765667319297790527e-01,3.807705044746398926e-01,4.310900568962097168e-01,4.297740459442138672e-01,3.141495585441589355e-01,4.888495206832885742e-01,4.915347099304199219e-01,9.764623045921325684e-01,6.927375197410583496e-01,7.756911516189575195e-01,8.035957813262939453e-03,3.088573217391967773e-01,9.837039113044738770e-01,2.698367834091186523e-01,5.099624395370483398e-01,8.631201982498168945e-01
6.386010050773620605e-01,8.813071250915527344e-01,1.643992662429809570e-01,5.107064843177795410e-01,6.356015801429748535e-01,3.442956805229187012e-01,5.741877555847167969e-01,9.949173331260681152e-01,7.365649938583374023e-01,3.159435391426086426e-01,6.394529342651367188e-02,1.827123761177062988e-01,2.720206975936889648e-01,8.800981044769287109e-01,2.709764242172241211e-01,8.123353719711303711e-01,2.738338708877563477e-01,6.678893566131591797e-01,5.268899202346801758e-01,9.584136009216308594e-01,5.663955807685852051e-01,9.257145524024963379e-01,9.619820713996887207e-01,7.482484579086303711e-01
6.283780336380004883e-01,8.607013821601867676e-01,9.964563250541687012e-01,2.471467256546020508e-01,5.625342726707458496e-01,1.412464976310729980e-01,1.049303412437438965e-01,6.700618267059326172e-01,4.754048585891723633e-02,7.146185040473937988e-01,8.208762407302856445e-01,1.670529246330261230e-01,6.803829073905944824e-01,3.955572247505187988e-01,8.933772444725036621e-01,9.102557301521301270e-01,5.775057077407836914e-01,5.614007115364074707e-01,7.105796933174133301e-01,5.783358812332153320e-01,7.458661794662475586e-01,1.941297650337219238e-01,7.821551561355590820e-01,5.260221958160400391e-01
7.518563866615295410e-01,5.234346985816955566e-01,3.065599799156188965e-01,8.893561363220214844e-02,5.253675580024719238e-01,9.819426536560058594e-01,3.583407402038574219e-02,5.713955760002136230e-01,4.471139311790466309e-01,6.408870220184326172e-03,5.435673594474792480e-01,7.726491689682006836e-01,7.415205240249633789e-01,9.782657027244567871e-01,5.290762782096862793e-01,5.898699760437011719e-01,9.658135771751403809e-01,3.196815848350524902e-01,7.985014319419860840e-01,1.875076889991760254e-01,3.619182109832763672e-01,6.725265979766845703e-01,5.796187520027160645e-01,1.951073408126831055e-01
6.593685746192932129e-01,5.776878595352172852e-01,9.204686284065246582e-01,6.022391319274902344e-01,8.843791484832763672e-01,9.624230861663818359e-01,8.757722377777099609e-02,7.226520776748657227e-02,5.025418400764465332e-01,4.999728202819824219e-01,5.550118684768676758e-01,7.440974712371826172e-01,3.153395056724548340e-01,1.772267222404479980e-01,6.801141500473022461e-01,3.880667090415954590e-01,9.297208189964294434e-01,6.289547681808471680e-02,7.091924548149108887e-01,7.258808612823486328e-01,2.710274457931518555e-01,8.776783943176269531e-02,3.182406425476074219e-01,3.950916528701782227e-01
9.794164896011352539e-01,8.735225796699523926e-01,2.310863137245178223e-01,4.723002910614013672e-01,5.998860597610473633e-01,9.126219153404235840e-01,1.350387930870056152e-01,7.659170627593994141e-01,9.252431392669677734e-01,9.153239130973815918e-01,2.770449519157409668e-01,1.274029612541198730e-01,5.938088297843933105e-01,7.356286048889160156e-02,1.299951672554016113e-01,7.032620906829833984e-02,2.108943462371826172e-01,8.688542842864990234e-01,6.726644635200500488e-01,6.340699791908264160e-01,9.853999018669128418e-01,4.965716600418090820e-01,3.999954462051391602e-02,1.635434031486511230e-01
2.602930068969726562e-01,6.737334132194519043e-01,3.570504784584045410e-01,3.180173635482788086e-01,1.121850013732910156e-01,7.108798623085021973e-01,2.448475360870361328e-02,4.603552818298339844e-01,7.444249987602233887e-01,5.074698328971862793e-01,6.870289444923400879e-01,7.896656990051269531e-01,2.248892188072204590e-01,9.274542331695556641e-02,5.635088682174682617e-02,5.787584781646728516e-01,2.640393376350402832e-01,1.972349286079406738e-01,7.349439859390258789e-01,8.081367015838623047e-01,9.544059038162231445e-01,4.888460040092468262e-01,5.226033329963684082e-01,9.886953234672546387e-01
5.037217736244201660e-01,1.829432845115661621e-01,2.557694315910339355e-01,9.630191326141357422e-01,4.321092367172241211e-02,8.009170293807983398e-01,6.474987864494323730e-01,4.812604784965515137e-01,8.334997296333312988e-01,8.135340213775634766e-01,4.399980306625366211e-01,6.028488874435424805e-01,7.637018561363220215e-01,6.551210284233093262e-01,4.855320453643798828e-01,9.136907458305358887e-01,8.827982544898986816e-01,6.527036428451538086e-02,5.471084117889404297e-01,8.349881768226623535e-01,8.443188667297363281e-02,3.818147778511047363e-01,5.086968541145324707e-01,3.255456089973449707e-01
6.953570842742919922e-01,9.940267205238342285e-01,3.638647198677062988e-01,7.811904549598693848e-01,1.171512007713317871e-01,4.855350852012634277e-01,5.358695983886718750e-03,4.226283431053161621e-01,1.402705907821655273e-02,8.775289058685302734e-01,9.693897962570190430e-01,8.681482076644897461e-02,8.180285096168518066e-01,7.084187269210815430e-01,3.007887601852416992e-01,7.891545891761779785e-01,9.623109102249145508e-01,7.991963624954223633e-01,6.925316452980041504e-01,3.222866654396057129e-01,6.064720153808593750e-01,7.966391444206237793e-01,7.146187424659729004e-01,2.253283858299255371e-01
4.120117425918579102e-01,3.623079061508178711e-01,6.947498917579650879e-01,4.174481034278869629e-01,4.194523692131042480e-01,5.414099693298339844e-01,5.793756842613220215e-01,1.126136183738708496e-01,9.249479174613952637e-01,4.069477915763854980e-01,1.754648089408874512e-01,3.006458282470703125e-04,4.348044395446777344e-01,7.443807125091552734e-01,2.963003516197204590e-01,8.518759012222290039e-01,1.996147036552429199e-01,1.389316320419311523e-01,3.910987973213195801e-01,7.037857174873352051e-01,2.995709776878356934e-01,8.211030364036560059e-01,2.088320255279541016e-02,9.818282723426818848e-01
4.712998867034912109e-02,8.437905311584472656e-01,3.535568714141845703e-03,4.241064786911010742e-01,3.094517588615417480e-01,9.796887040138244629e-01,6.548894047737121582e-01,9.739843606948852539e-01,4.145593047142028809e-01,5.036769509315490723e-01,5.022752285003662109e-01,7.534465193748474121e-01,5.091511607170104980e-01,9.138376116752624512e-01,1.919530034065246582e-01,4.761470556259155273e-01,2.467511892318725586e-01,8.637862205505371094e-01,1.373592615127563477e-01,7.015685439109802246e-01,9.118576645851135254e-01,2.939242124557495117e-01,2.791816592216491699e-01,7.676522135734558105e-01
